Entry DateTime,Exit DateTime,Symbol,Type,Qty,Net P/L,Fees,MAE,MFE
2026-05-11 08:56:00,2026-05-11 09:57:00,MES,Sell,1,($44.06),$1.24,($71.25),$25.51
2026-05-11 09:18:00,2026-05-11 09:28:00,MNQ,Buy,1,$57.12,$1.24,($2.93),$73.16
2026-05-11 11:23:00,2026-05-11 12:47:00,MNQ,Sell,3,($40.23),$3.72,($58.61),$19.59
2026-05-11 08:52:00,2026-05-11 10:00:00,MES,Buy,3,$238.52,$3.72,($2.69),$311.57
2026-05-12 08:43:00,2026-05-12 09:02:00,MNQ,Buy,3,$29.56,$3.72,($69.08),$79.60
2026-05-13 08:46:00,2026-05-13 10:05:00,MES,Sell,3,$95.43,$3.72,($2.45),$153.06
2026-05-13 09:30:00,2026-05-13 10:44:00,MNQ,Sell,3,$711.61,$3.72,($18.35),$721.11
2026-05-13 11:44:00,2026-05-13 12:52:00,MNQ,Buy,1,$53.75,$1.24,($27.67),$72.39
2026-05-13 11:10:00,2026-05-13 12:18:00,MES,Sell,3,($85.07),$3.72,($107.82),$15.01
2026-05-14 12:42:00,2026-05-14 13:20:00,MNQ,Sell,1,($5.92),$1.24,($11.47),$20.39
2026-05-14 08:40:00,2026-05-14 09:11:00,MNQ,Buy,2,$173.39,$2.48,($58.37),$211.40
2026-05-14 10:29:00,2026-05-14 10:40:00,MNQ,Buy,3,($61.24),$3.72,($125.25),$44.62
2026-05-15 10:02:00,2026-05-15 10:17:00,MES,Buy,3,($209.04),$3.72,($223.69),$16.37
2026-05-15 11:44:00,2026-05-15 11:59:00,MNQ,Buy,3,$371.80,$3.72,($27.55),$392.72
2026-05-15 09:20:00,2026-05-15 10:13:00,MNQ,Sell,2,($28.24),$2.48,($121.26),$47.51
2026-05-15 10:19:00,2026-05-15 11:25:00,MNQ,Buy,1,$3.73,$1.24,($16.93),$44.96
2026-05-15 09:07:00,2026-05-15 09:37:00,MES,Sell,2,$145.08,$2.48,($19.70),$157.27
2026-05-19 11:54:00,2026-05-19 13:16:00,MES,Sell,3,($146.04),$3.72,($202.94),$5.29
2026-05-19 09:00:00,2026-05-19 09:24:00,MNQ,Buy,2,($93.10),$2.48,($139.56),$115.62
2026-05-19 09:22:00,2026-05-19 10:17:00,MNQ,Buy,3,$59.97,$3.72,($13.69),$66.50
2026-05-19 11:31:00,2026-05-19 12:54:00,MNQ,Buy,3,($37.99),$3.72,($51.29),$73.95
2026-05-19 11:42:00,2026-05-19 12:36:00,MNQ,Sell,1,($24.01),$1.24,($102.41),$21.94
2026-05-20 10:44:00,2026-05-20 11:47:00,MNQ,Sell,3,$255.91,$3.72,($21.17),$257.09
2026-05-21 10:34:00,2026-05-21 10:48:00,MNQ,Sell,1,$62.74,$1.24,($29.94),$148.95
2026-05-21 11:30:00,2026-05-21 12:35:00,MNQ,Buy,2,($89.50),$2.48,($122.00),$12.70
2026-05-21 11:54:00,2026-05-21 13:16:00,MNQ,Sell,2,($111.34),$2.48,($130.02),$96.38
2026-05-21 08:59:00,2026-05-21 09:21:00,MNQ,Buy,2,($387.67),$2.48,($400.65),$148.25
2026-05-21 10:05:00,2026-05-21 10:08:00,MES,Sell,2,($74.09),$2.48,($75.83),$22.46
2026-05-22 09:44:00,2026-05-22 10:44:00,MES,Sell,2,$58.66,$2.48,($40.63),$75.70
2026-05-22 10:04:00,2026-05-22 10:40:00,MNQ,Buy,3,$131.06,$3.72,($16.79),$136.78
2026-05-22 12:01:00,2026-05-22 13:09:00,MNQ,Sell,2,($193.07),$2.48,($226.16),$11.93
2026-05-22 10:09:00,2026-05-22 10:11:00,MNQ,Buy,2,($106.68),$2.48,($151.01),$60.36
2026-05-25 09:27:00,2026-05-25 09:53:00,MNQ,Sell,2,($63.75),$2.48,($78.28),$73.96
2026-05-25 11:21:00,2026-05-25 12:37:00,MNQ,Sell,1,$68.82,$1.24,($11.78),$103.96
2026-05-25 10:22:00,2026-05-25 10:29:00,MES,Buy,3,$25.58,$3.72,($67.61),$33.88
2026-05-25 12:45:00,2026-05-25 12:52:00,MES,Buy,3,($154.57),$3.72,($231.57),$62.51
2026-05-27 09:59:00,2026-05-27 11:27:00,MNQ,Sell,2,($59.36),$2.48,($127.19),$30.39
2026-05-27 13:25:00,2026-05-27 14:33:00,MNQ,Buy,1,$113.39,$1.24,($55.69),$167.81
2026-05-27 11:32:00,2026-05-27 11:36:00,MNQ,Sell,1,$81.64,$1.24,($36.22),$109.67
2026-05-27 11:44:00,2026-05-27 12:57:00,MNQ,Sell,3,$156.10,$3.72,($17.13),$234.54
2026-05-27 13:21:00,2026-05-27 14:32:00,MNQ,Buy,3,$125.09,$3.72,($19.69),$183.14
2026-05-28 09:26:00,2026-05-28 09:40:00,MES,Sell,2,($54.91),$2.48,($232.06),$4.86
2026-05-28 09:28:00,2026-05-28 09:31:00,MES,Buy,1,$28.95,$1.24,($11.33),$39.69
2026-05-28 12:54:00,2026-05-28 13:44:00,MNQ,Sell,2,$16.21,$2.48,($34.22),$56.89
2026-05-28 12:53:00,2026-05-28 13:02:00,MNQ,Sell,1,$13.53,$1.24,($13.67),$19.21
2026-05-29 12:19:00,2026-05-29 12:51:00,MNQ,Sell,3,($116.66),$3.72,($135.93),$73.22
2026-05-29 09:12:00,2026-05-29 09:42:00,MNQ,Sell,2,$201.75,$2.48,($30.29),$254.36
2026-05-29 08:40:00,2026-05-29 08:53:00,MNQ,Sell,2,($359.40),$2.48,($446.56),$3.37
2026-05-29 09:09:00,2026-05-29 09:13:00,MES,Buy,2,($26.94),$2.48,($31.84),$91.89
2026-05-29 09:46:00,2026-05-29 09:58:00,MES,Buy,3,($232.53),$3.72,($240.34),$11.67
2026-06-02 12:02:00,2026-06-02 12:16:00,MNQ,Sell,3,$327.10,$3.72,($5.30),$347.37
2026-06-02 08:53:00,2026-06-02 09:16:00,MNQ,Buy,2,($33.93),$2.48,($131.87),$41.19
2026-06-02 11:07:00,2026-06-02 12:10:00,MNQ,Sell,2,($70.40),$2.48,($90.52),$8.03
2026-06-02 09:30:00,2026-06-02 10:15:00,MNQ,Sell,3,($86.29),$3.72,($99.68),$5.71
2026-06-03 11:25:00,2026-06-03 12:28:00,MNQ,Buy,2,($56.19),$2.48,($99.00),$18.80
2026-06-03 10:42:00,2026-06-03 11:41:00,MNQ,Sell,3,$213.65,$3.72,($9.52),$231.17
2026-06-03 09:12:00,2026-06-03 09:37:00,MNQ,Sell,1,$28.28,$1.24,($55.45),$49.78
2026-06-05 10:42:00,2026-06-05 11:30:00,MES,Sell,3,$152.22,$3.72,($2.13),$182.93
2026-06-05 12:33:00,2026-06-05 13:22:00,MNQ,Buy,1,($34.55),$1.24,($137.14),$4.77
2026-06-05 09:02:00,2026-06-05 09:39:00,MNQ,Buy,3,($187.30),$3.72,($199.67),$78.13
2026-06-05 08:55:00,2026-06-05 10:24:00,MNQ,Buy,1,($53.92),$1.24,($98.27),$29.98
2026-06-05 08:36:00,2026-06-05 09:37:00,MES,Buy,3,($84.22),$3.72,($99.85),$22.26
2026-06-08 08:39:00,2026-06-08 08:42:00,MES,Buy,2,$136.77,$2.48,($17.63),$154.20
2026-06-08 12:26:00,2026-06-08 13:37:00,MNQ,Buy,3,($211.97),$3.72,($234.66),$17.75
2026-06-08 09:58:00,2026-06-08 10:49:00,MNQ,Sell,1,($75.93),$1.24,($96.27),$44.62
2026-06-08 12:41:00,2026-06-08 13:08:00,MNQ,Sell,2,($101.17),$2.48,($109.51),$32.39
2026-06-08 13:00:00,2026-06-08 13:38:00,MNQ,Buy,2,($38.27),$2.48,($78.79),$45.77
2026-06-09 09:07:00,2026-06-09 10:35:00,MES,Sell,3,($201.50),$3.72,($233.46),$118.14
2026-06-09 12:16:00,2026-06-09 13:10:00,MNQ,Buy,2,$76.62,$2.48,($64.38),$104.78
2026-06-09 08:31:00,2026-06-09 08:47:00,MES,Sell,2,($109.49),$2.48,($132.93),$32.00
2026-06-09 09:38:00,2026-06-09 09:52:00,MNQ,Buy,1,($113.22),$1.24,($200.05),$4.18
2026-06-10 12:29:00,2026-06-10 13:53:00,MES,Sell,2,$216.58,$2.48,($17.66),$280.78
2026-06-11 10:54:00,2026-06-11 11:45:00,MNQ,Sell,3,$48.63,$3.72,($22.19),$136.57
2026-06-12 08:52:00,2026-06-12 08:57:00,MES,Buy,3,($216.95),$3.72,($250.70),$24.54
2026-06-15 10:08:00,2026-06-15 10:30:00,MNQ,Buy,3,($179.10),$3.72,($222.06),$29.51
2026-06-16 08:31:00,2026-06-16 09:17:00,MNQ,Buy,1,$66.43,$1.24,($4.21),$161.33
2026-06-16 10:42:00,2026-06-16 11:16:00,MNQ,Buy,1,($34.94),$1.24,($47.18),$39.74
2026-06-16 13:19:00,2026-06-16 13:39:00,MNQ,Buy,3,$307.87,$3.72,($47.37),$315.32
2026-06-16 08:51:00,2026-06-16 09:12:00,MES,Buy,2,$152.11,$2.48,($53.16),$158.81
2026-06-17 10:39:00,2026-06-17 11:56:00,MNQ,Buy,3,$251.11,$3.72,($40.12),$279.08
2026-06-17 10:02:00,2026-06-17 10:23:00,MES,Sell,1,($12.86),$1.24,($140.12),$27.53
2026-06-18 11:33:00,2026-06-18 12:40:00,MNQ,Sell,1,($112.24),$1.24,($155.26),$161.54
2026-06-18 13:27:00,2026-06-18 14:06:00,MNQ,Buy,3,$39.55,$3.72,($31.10),$43.01
2026-06-18 08:58:00,2026-06-18 10:09:00,MES,Buy,2,$61.50,$2.48,($2.29),$136.13
2026-06-18 08:54:00,2026-06-18 09:09:00,MNQ,Sell,3,($282.75),$3.72,($407.68),$10.63
2026-06-18 10:41:00,2026-06-18 11:16:00,MES,Sell,3,$135.69,$3.72,($6.35),$217.87
2026-06-19 09:44:00,2026-06-19 10:35:00,MES,Sell,3,($32.54),$3.72,($52.33),$30.58
2026-06-19 13:17:00,2026-06-19 14:29:00,MNQ,Buy,2,($76.11),$2.48,($87.00),$29.57
2026-06-19 09:26:00,2026-06-19 10:19:00,MNQ,Buy,1,$50.37,$1.24,($2.93),$94.79
2026-06-19 09:40:00,2026-06-19 09:56:00,MES,Buy,2,$155.17,$2.48,($31.37),$202.28
2026-06-22 10:21:00,2026-06-22 11:47:00,MNQ,Sell,2,$245.28,$2.48,($26.92),$251.33
2026-06-23 10:35:00,2026-06-23 10:56:00,MNQ,Sell,1,$22.81,$1.24,($12.75),$46.15
2026-06-23 13:18:00,2026-06-23 13:28:00,MNQ,Sell,2,($147.77),$2.48,($179.17),$11.55
2026-06-23 09:51:00,2026-06-23 09:54:00,MNQ,Sell,3,($263.08),$3.72,($289.61),$35.78
2026-06-23 11:38:00,2026-06-23 12:07:00,MNQ,Buy,2,($478.46),$2.48,($509.59),$17.87
2026-06-24 09:51:00,2026-06-24 10:04:00,MES,Sell,1,$255.70,$1.24,($3.34),$269.31
2026-06-24 13:25:00,2026-06-24 13:30:00,MES,Buy,2,($60.73),$2.48,($86.16),$41.26
2026-06-25 11:08:00,2026-06-25 11:47:00,MNQ,Buy,3,($261.37),$3.72,($323.44),$18.84
2026-06-25 10:27:00,2026-06-25 11:40:00,MNQ,Buy,1,($20.60),$1.24,($47.89),$40.51
2026-06-25 12:42:00,2026-06-25 13:01:00,MNQ,Buy,2,$103.34,$2.48,($17.78),$197.50
2026-06-25 13:29:00,2026-06-25 14:12:00,MNQ,Sell,3,$28.00,$3.72,($58.20),$49.37
2026-06-26 11:06:00,2026-06-26 12:21:00,MNQ,Buy,3,$138.80,$3.72,($37.00),$155.93
2026-06-26 09:01:00,2026-06-26 09:35:00,MNQ,Sell,2,($253.09),$2.48,($316.56),$27.48
2026-06-26 12:54:00,2026-06-26 13:11:00,MNQ,Buy,1,($54.70),$1.24,($64.77),$24.62
2026-06-26 10:04:00,2026-06-26 10:55:00,MNQ,Sell,1,($40.07),$1.24,($66.93),$113.10
2026-06-29 09:57:00,2026-06-29 10:56:00,MNQ,Buy,2,$52.83,$2.48,($20.73),$55.03
2026-06-30 12:46:00,2026-06-30 13:13:00,MNQ,Sell,2,($264.78),$2.48,($273.27),$101.14
2026-07-01 11:08:00,2026-07-01 11:21:00,MNQ,Buy,3,$201.69,$3.72,($38.67),$239.61
2026-07-01 10:13:00,2026-07-01 11:18:00,MNQ,Buy,1,$52.21,$1.24,($19.36),$65.84
2026-07-01 09:32:00,2026-07-01 09:54:00,MNQ,Buy,2,$58.36,$2.48,($50.18),$62.71
2026-07-01 09:36:00,2026-07-01 10:36:00,MNQ,Buy,1,$19.56,$1.24,($83.06),$37.67
2026-07-01 08:49:00,2026-07-01 09:34:00,MNQ,Buy,1,$66.92,$1.24,($21.44),$118.01
2026-07-02 13:19:00,2026-07-02 13:28:00,MES,Buy,3,$255.98,$3.72,($70.05),$291.15
2026-07-02 09:28:00,2026-07-02 10:26:00,MNQ,Buy,3,($107.57),$3.72,($142.41),$76.95
2026-07-02 08:42:00,2026-07-02 09:56:00,MNQ,Sell,3,($579.74),$3.72,($599.22),$64.82
2026-07-02 09:10:00,2026-07-02 09:50:00,MNQ,Buy,3,$359.40,$3.72,($45.47),$382.57
2026-07-03 12:01:00,2026-07-03 13:09:00,MNQ,Buy,1,($54.68),$1.24,($69.27),$38.45
2026-07-03 11:30:00,2026-07-03 12:08:00,MNQ,Buy,3,($37.21),$3.72,($52.60),$42.73
2026-07-03 10:31:00,2026-07-03 10:42:00,MNQ,Sell,1,($25.43),$1.24,($39.84),$23.02
2026-07-03 10:41:00,2026-07-03 10:59:00,MNQ,Buy,1,($117.64),$1.24,($139.03),$11.89
2026-07-06 11:52:00,2026-07-06 12:02:00,MES,Sell,2,$268.30,$2.48,($21.33),$303.07
2026-07-06 13:04:00,2026-07-06 14:22:00,MES,Buy,2,$57.96,$2.48,($24.84),$64.98
2026-07-06 08:42:00,2026-07-06 09:29:00,MNQ,Sell,2,($90.42),$2.48,($115.14),$25.27
2026-07-07 12:17:00,2026-07-07 13:21:00,MES,Buy,1,$52.40,$1.24,($26.57),$69.25
2026-07-07 11:08:00,2026-07-07 11:16:00,MNQ,Buy,2,$166.07,$2.48,($26.59),$234.41
2026-07-07 09:39:00,2026-07-07 09:59:00,MNQ,Buy,2,$92.89,$2.48,($23.63),$117.94
2026-07-07 12:48:00,2026-07-07 14:07:00,MES,Sell,3,$108.57,$3.72,($70.47),$139.89
2026-07-07 09:25:00,2026-07-07 10:30:00,MNQ,Sell,2,($156.37),$2.48,($187.23),$7.44
2026-07-08 13:28:00,2026-07-08 14:18:00,MES,Buy,3,$170.75,$3.72,($113.10),$226.28
2026-07-08 11:05:00,2026-07-08 11:15:00,MES,Sell,2,$149.80,$2.48,($46.58),$165.42
2026-07-08 09:48:00,2026-07-08 09:59:00,MNQ,Buy,1,$20.41,$1.24,($54.34),$86.24
2026-07-09 11:19:00,2026-07-09 12:37:00,MNQ,Buy,3,$57.92,$3.72,($84.71),$67.44
2026-07-09 11:16:00,2026-07-09 12:00:00,MES,Buy,2,($67.21),$2.48,($69.56),$122.97
2026-07-09 10:47:00,2026-07-09 12:04:00,MNQ,Buy,2,$55.76,$2.48,($40.05),$123.57
2026-07-09 12:30:00,2026-07-09 13:21:00,MES,Buy,2,($76.57),$2.48,($84.54),$26.70
2026-07-10 12:27:00,2026-07-10 12:31:00,MES,Buy,3,($52.07),$3.72,($93.77),$1.27
2026-07-10 11:26:00,2026-07-10 12:29:00,MNQ,Buy,1,$66.41,$1.24,($20.32),$198.57
2026-07-10 11:34:00,2026-07-10 11:53:00,MNQ,Buy,1,($21.94),$1.24,($25.46),$38.63
2026-07-13 12:04:00,2026-07-13 12:22:00,MNQ,Buy,3,$278.59,$3.72,($20.84),$316.65
2026-07-13 09:39:00,2026-07-13 10:03:00,MES,Buy,2,($129.92),$2.48,($149.85),$46.41
2026-07-15 12:57:00,2026-07-15 13:47:00,MNQ,Sell,2,($201.46),$2.48,($211.61),$76.55
2026-07-15 12:42:00,2026-07-15 13:06:00,MNQ,Buy,1,($46.95),$1.24,($55.11),$9.03
2026-07-15 13:27:00,2026-07-15 14:36:00,MES,Buy,2,$261.91,$2.48,($18.96),$326.40
2026-07-15 12:39:00,2026-07-15 13:36:00,MNQ,Buy,3,($294.45),$3.72,($305.42),$14.54
2026-07-16 09:55:00,2026-07-16 11:14:00,MNQ,Buy,1,($61.32),$1.24,($102.46),$55.13
2026-07-17 09:37:00,2026-07-17 09:58:00,MES,Sell,2,$71.46,$2.48,($13.82),$97.25
2026-07-17 09:44:00,2026-07-17 10:43:00,MNQ,Buy,2,($127.57),$2.48,($142.31),$24.37
2026-07-20 13:01:00,2026-07-20 13:55:00,MES,Buy,2,$365.27,$2.48,($0.55),$395.47
2026-07-21 13:11:00,2026-07-21 13:14:00,MNQ,Buy,1,$21.54,$1.24,($13.79),$26.09
2026-07-21 10:01:00,2026-07-21 10:15:00,MNQ,Buy,1,($69.12),$1.24,($181.32),$92.97
2026-07-21 10:02:00,2026-07-21 10:30:00,MNQ,Buy,1,($37.52),$1.24,($108.68),$17.94
2026-07-21 10:04:00,2026-07-21 11:10:00,MES,Sell,1,($66.84),$1.24,($74.69),$4.80
2026-07-21 12:01:00,2026-07-21 13:15:00,MNQ,Buy,2,($119.04),$2.48,($139.32),$1.00
2026-07-22 13:06:00,2026-07-22 13:32:00,MNQ,Buy,3,($48.51),$3.72,($108.29),$4.41
